"AccountIndustry","AccountName","AccountOwner","AccountId","Amount","CloseDate","DaysSinceLastActivity","ForecastCategory","Id","IsClosed","IsWon","OpportunityName","OpportunityAge","OpportunityOwner","OwnerId","RecordTypeName","StageName","Stage","LeadSource","StageSortOrder","TimeInStageDurationSeconds","Probability"
"Not For Profit","Cyberdesic","Allison Allen","001B000000bwMdvIAE",200000,"2018-06-29",378,"Omitted","006B00000049Vi8IAE","true","false","Cyberdesic 249",183,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,23204647,0
"Not For Profit","Cyberdesic","Allison Allen","001B000000bwMdvIAE",75000,"2018-09-10",206,"Omitted","006B00000049Vi9IAE","true","false","Cyberdesic 253",153,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,16459762,0
"Food & Beverage","ICDS","Noah Kelly","001B000000SS53HIAT",25000,"2019-04-26",79,"Best Case","006B00000049ViAIAU","false","false","ICDS 36",98,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Won","Proposal/Quote","Fields Sales",5,4397319,75
"Food & Beverage","ICDS","Noah Kelly","001B000000SS53HIAT",40000,"2019-03-12",80,"Commit","006B00000049ViBIAU","false","false","ICDS 37",97,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Negotiation","Reseller",7,5361073,90
"Financial Services","Flightsafety International Inc","Dennis Huffman","001B000000lwNvyIAE",2789,"2019-03-14",65,"Commit","006B00000049ViCIAU","false","false","Flightsafety International Inc 39",85,"Philip Walton","005B0000003CnfHIAS","Simple","Proposal/Quote","Proposal/Quote","Reseller",5,18802758,75
"Financial Services","Flightsafety International Inc","Dennis Huffman","001B000000lwNvyIAE",150000,"2019-01-18",64,"Omitted","006B00000049ViDIAU","true","false","Flightsafety International Inc 40",125,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,8308044,0
"Engineering","Gambit Communications","Alicia Harrison","001B000000lwNvzIAE",200000,"2018-12-26",221,"Omitted","006B00000049ViEIAU","true","false","Gambit Communications 65",153,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,10903500,0
"Engineering","NISA Investment Advisors","Alyssa Williams","001B000000SS53KIAT",150000,"2019-04-18",49,"Pipeline","006B00000049ViFIAU","false","false","NISA Investment Advisors 121",132,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,4397319,75
"Agriculture","Webb Interactive Services","Noah Kelly","001B000000lwNw0IAE",7500,"2018-03-24",365,"Omitted","006B00000049ViGIAU","true","false","Webb Interactive Services 157",141,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Reseller",9,33455407,0
"Manufacturing","Vertical Venture DOT Co","Sheri Nunez","001B000000SS53MIAT",30000,"2018-08-29",296,"Omitted","006B00000049ViHIAU","true","false","Vertical Venture DOT Co 171",171,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Banking","Restaurant.com","Philip Walton","001B000000WJEHFIA5",105000,"2018-05-07",324,"Omitted","006B00000049ViIIAU","true","false","Restaurant.com 180",119,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,28946037,0
"Utilities","Mayo Health System","Allison Allen","001B000000bwMdyIAE",52500,"2019-01-13",60,"Omitted","006B00000049ViJIAU","true","false","Mayo Health System 188",87,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,5628984,0
"Hospitality","Cavu Technologies","Dennis Huffman","001B000000WJEHGIA5",250000,"2018-04-03",401,"Omitted","006B00000049ViKIAU","true","false","Cavu Technologies 195",81,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,31726629,0
"Energy","iCore Networks","Noah Kelly","001B000000SS53RIAT",150000,"2018-10-12",254,"Omitted","006B00000049ViLIAU","true","false","iCore Networks 37",123,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,16174188,0
"Electronics","Reading Alloys","Wayne Blackwell","001B000000lwNw1IAE",22500,"2018-03-07",471,"Omitted","006B00000049ViMIAU","true","false","Reading Alloys 41",133,"Wayne Blackwell","005B0000003CnfUIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,36435437,0
"Entertainment","Iris Ink","Dennis Huffman","001B000000SS4KqIAL",0,"2018-12-21",142,"Omitted","006B00000049ViNIAU","true","false","Iris Ink 58",125,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Entertainment","Iris Ink","Dennis Huffman","001B000000SS4KqIAL",100000,"2019-03-26",39,"Best Case","006B00000049ViOIAU","false","false","Iris Ink 63",97,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Discovery","Discovery","Fields Sales",0,18802758,0
"Communications","Autotester","Dennis Huffman","001B000000SS4KsIAL",150000,"2019-04-22",5,"Best Case","006B00000049ViPIAU","false","false","Autotester 77",14,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Lost","Qualification","Other",2,4397319,20
"Hospitality","spiniker media group","John Peck","001B000000bwMe1IAE",52500,"2018-06-27",319,"Omitted","006B00000049ViQIAU","true","false","spiniker media group 117",75,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,23869571,0
"Hospitality","spiniker media group","John Peck","001B000000bwMe1IAE",80500,"2018-01-09",486,"Omitted","006B00000049ViRIAU","true","false","spiniker media group 126",101,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,40347856,0
"Shipping","Master Electronics","Noah Kelly","001B000000SS53TIAT",175000,"2019-06-23",14,"Best Case","006B00000049ViSIAU","false","false","Master Electronics 132",18,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Qualification","Fields Sales",2,4397319,20
"Engineering","MECON","Dennis Huffman","001B000000lwNw2IAE",5500,"2018-11-28",103,"Omitted","006B00000049ViTIAU","true","false","MECON 140",21,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18802758,0
"Engineering","MECON","Dennis Huffman","001B000000lwNw2IAE",24000,"2018-08-03",241,"Omitted","006B00000049ViUIAU","true","false","MECON 141",91,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,22545351,0
"Entertainment","Technology Infrastructure Solution","Philip Walton","001B000000WJEHKIA5",24000,"2019-04-12",38,"Best Case","006B00000049ViVIAU","false","false","Technology Infrastructure Solution 169",40,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Won","Proposal/Quote","Reseller",5,2951321,75
"Agriculture","Topline Construction","Alicia Harrison","001B000000SS53VIAT",0,"2019-07-09",44,"Best Case","006B00000049ViWIAU","false","false","Topline Construction 174",46,"Alicia Harrison","005B0000003CnfZIAS","Simple","Qualification","Qualification","Fields Sales",2,18802758,20
"Electronics","Women and Company","Courtney Brown","001B000000WJEHLIA5",22500,"2019-05-29",58,"Best Case","006B00000049ViXIAU","false","false","Women and Company 186",101,"Courtney Brown","005B0000003CnfVIAS","Simple","Proposal/Quote","Proposal/Quote","Telecoverage",5,18802758,75
"Not For Profit","SIP Technology & Export LTD","Beth Crawford","001B000000SS53WIAT",33698,"2018-04-07",350,"Omitted","006B00000049ViYIAU","true","false","SIP Technology & Export LTD 193",87,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Reseller",9,31443517,0
"Apparel","etv lab","Alyssa Williams","001B000000SS53XIAT",42500,"2019-03-29",108,"Best Case","006B00000049ViZIAU","false","false","etv lab 196",124,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Proposal/Quote","Proposal/Quote","Fields Sales",5,18802758,75
"Media","Plan Express","Jordan Wolf","001B000000WJEHMIA5",55000,"2019-06-16",27,"Best Case","006B00000049ViaIAE","false","false","Plan Express 242",43,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Qualification","Qualification","Fields Sales",2,18802758,20
"Healthcare & Life Sciences","Cintra Software","Alicia Harrison","001B000000SS53YIAT",37500,"2019-07-06",9,"Best Case","006B00000049VibIAE","false","false","Cintra Software 79",19,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Qualification","Reseller",2,4397319,20
"Not For Profit","Digicon Imaging","Rachel Reilly","001B000000bwMe5IAE",50000,"2019-02-14",145,"Omitted","006B00000049VicIAE","true","false","Digicon Imaging 107",129,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,8308058,0
"Recreation","Delphi Delco Electronics Systems","Ann Jones","001B000000SS4L8IAL",116261,"2019-01-15",123,"Omitted","006B00000049VidIAE","true","false","Delphi Delco Electronics Systems 118",135,"Ann Jones","005B0000003CnfWIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,7352892,0
"Recreation","Delphi Delco Electronics Systems","Ann Jones","001B000000SS4L8IAL",0,"2018-10-18",172,"Omitted","006B00000049VieIAE","true","false","Delphi Delco Electronics Systems 120",151,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Closed Lost","Telesales",9,12999543,0
"Technology","Paratek Microwave","Alyssa Williams","001B000000SS53bIAD",1,"2018-01-12",488,"Closed","006B00000049VifIAE","true","true","Paratek Microwave 179",87,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Fields Sales",8,37025429,100
"Chemicals","Amazon Marketplace Old Org?","Alyssa Williams","001B000000SS4LEIA1",50001,"2018-07-10",256,"Omitted","006B00000049VigIAE","true","false","Amazon Marketplace Old Org? 194",125,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,26031500,0
"Other","Conversus Group","Allison Allen","001B000000bwMe8IAE",371000,"2019-01-06",102,"Omitted","006B00000049VihIAE","true","false","Conversus Group 211",43,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Energy","FL Solar","Sheri Nunez","001B000000SS53dIAD",25000,"2019-02-09",62,"Omitted","006B00000049ViiIAE","true","false","FL Solar 232",41,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18802758,0
"Construction","Revenio","Alyssa Williams","001B000000lwNw3IAE",12270,"2019-04-16",7,"Commit","006B00000049VijIAE","false","false","Revenio 28",14,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Qualification","Reseller",2,4397319,20
"Telecommunications","Security Plan Life Insurance Company","Kristen Hughes","001B000000SS53hIAD",8882,"2018-03-30",369,"Omitted","006B00000049VikIAE","true","false","Security Plan Life Insurance Company 70",125,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Closed Lost","Reseller",9,29816918,0
"Healthcare & Life Sciences","WestRock Shared Services","Courtney Brown","001B000000SS53iIAD",29453,"2018-10-11",165,"Closed","006B00000049VilIAE","true","true","WestRock Shared Services 80",53,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Won","Closed Won","Reseller",8,18802758,100
"Transportation","Skybridge Global","Alyssa Williams","001B000000SS4LMIA1",109460,"2018-09-07",335,"Closed","006B00000049VimIAE","true","true","Skybridge Global 109",181,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Reseller",8,18802758,100
"Manufacturing","ANA Trading Corp USA","Beth Crawford","001B000000SS53kIAD",50000,"2019-04-04",34,"Best Case","006B00000049VinIAE","false","false","ANA Trading Corp USA 116",98,"Beth Crawford","005B0000003CnfKIAS","Channel (Partner)","Closed Lost","Proposal/Quote","Fields Sales",5,4397319,75
"Telecommunications","Franklin Templeton Companies","Alyssa Williams","001B000000SS53mIAD",250000,"2018-03-29",344,"Omitted","006B00000049VioIAE","true","false","Franklin Templeton Companies 151",5,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,29835772,0
"Shipping","Nitronex Corp.","Rachel Reilly","001B000000SS53nIAD",2500,"2018-01-11",429,"Omitted","006B00000049VipIAE","true","false","Nitronex Corp. 171",41,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,37577462,0
"Healthcare & Life Sciences","Bon Secours Nj Hlth Sys Inc","Alyssa Williams","001B000000WJEHXIA5",40000,"2019-03-18",53,"Best Case","006B00000049ViqIAE","false","false","Bon Secours Nj Hlth Sys Inc 195",111,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,4943701,75
"Telecommunications","Saber Corporation","Megan Kaufman","001B000000WJEHYIA5",20174,"2019-03-30",78,"Commit","006B00000049VirIAE","false","false","Saber Corporation 214",105,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Negotiation","Reseller",7,2951321,90
"Telecommunications","Saber Corporation","Megan Kaufman","001B000000WJEHYIA5",75000,"2018-03-05",444,"Omitted","006B00000049VisIAE","true","false","Saber Corporation 226",145,"Megan Kaufman","005B0000003CnfRIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,35915996,0
"Hospitality","Waquis","Ann Jones","001B000000SS4LQIA1",12500,"2019-04-07",77,"Best Case","006B00000049VitIAE","false","false","Waquis 8",101,"Ann Jones","005B0000003CnfWIAS","Channel (Partner)","Closed Lost","Negotiation","Fields Sales",7,5429008,90
"Engineering","Flower City Printing","Sheri Nunez","001B000000SS53rIAD",750,"2018-02-16",465,"Closed","006B00000049ViuIAE","true","true","Flower City Printing 23",83,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,35171037,100
"Engineering","Flower City Printing","Sheri Nunez","001B000000SS53rIAD",2500,"2019-01-09",62,"Omitted","006B00000049VivIAE","true","false","Flower City Printing 24",143,"Courtney Brown","005B0000003CnfVIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,5628993,0
"Electronics","Kinley & Manbeck Inc","Sheri Nunez","001B000000WJEHaIAP",9202,"2018-01-03",460,"Omitted","006B00000049ViwIAE","true","false","Kinley & Manbeck Inc 43",63,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,38714580,0
"Food & Beverage","Host Hotels & Resorts","Kristen Hughes","001B000000SS4LRIA1",125000,"2019-02-04",135,"Omitted","006B00000049VixIAE","true","false","Host Hotels & Resorts 49",115,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Hospitality","Diemolding Corp.","Alyssa Williams","001B000000WJEHbIAP",19950,"2018-01-25",483,"Closed","006B00000049ViyIAE","true","true","Diemolding Corp. 79",111,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Reseller",8,35926039,100
"Food & Beverage","Listhub","Megan Kaufman","001B000000SS53tIAD",5000,"2018-02-10",467,"Omitted","006B00000049VizIAE","true","false","Listhub 98",105,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Closed Lost","Reseller",9,35938462,0
"Food & Beverage","Listhub","Megan Kaufman","001B000000SS53tIAD",75000,"2019-05-30",63,"Best Case","006B00000049Vj0IAE","false","false","Listhub 112",82,"Noah Kelly","005B0000003CnfJIAS","Simple","Proposal/Quote","Proposal/Quote","Reseller",5,18802758,75
"Communications","Robertson & Benevento","John Peck","001B000000lwNw4IAE",22000,"2018-11-30",237,"Omitted","006B00000049Vj1IAE","true","false","Robertson & Benevento 153",169,"John Peck","005B0000003CnffIAC","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,12465304,0
"Manufacturing","Mueller Co. Ltd.","Allison Allen","001B000000SS53vIAD",20000,"2019-05-19",61,"Best Case","006B00000049Vj2IAE","false","false","Mueller Co. Ltd. 162",91,"Allison Allen","005B0000003CnfGIAS","Simple","Discovery","Discovery","Fields Sales",0,18802758,0
"Hospitality","Centerlogic Solutions","Allison Allen","001B000000SS53zIAD",6300,"2019-04-22",67,"Best Case","006B00000049Vj3IAE","false","false","Centerlogic Solutions 214",106,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,2304277,75
"Transportation","TeleSpectra","Philip Walton","001B000000SS540IAD",24000,"2018-07-10",283,"Omitted","006B00000049Vj4IAE","true","false","TeleSpectra 219",125,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,24471883,0
"Healthcare & Life Sciences","Principal Global Investors","Rachel Reilly","001B000000SS542IAD",75000,"2018-01-18",421,"Omitted","006B00000049Vj5IAE","true","false","Principal Global Investors 14",109,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,36589808,0
"Electronics","Careopia!","Dennis Huffman","001B000000bwMeBIAU",5019,"2018-11-01",132,"Closed","006B00000049Vj6IAE","true","true","Careopia! 34",75,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Lost","Closed Won","Reseller",8,12036942,100
"Insurance","Tradelink Holdings","Courtney Brown","001B000000WJEHfIAP",23252,"2019-06-12",36,"Best Case","006B00000049Vj7IAE","false","false","Tradelink Holdings 42",51,"Jordan Wolf","005B0000003CnfQIAS","Simple","Qualification","Qualification","Reseller",2,18802758,20
"Insurance","Tradelink Holdings","Courtney Brown","001B000000WJEHfIAP",2661,"2018-07-07",376,"Closed","006B00000049Vj8IAE","true","true","Tradelink Holdings 46",149,"Courtney Brown","005B0000003CnfVIAS","Channel (Partner)","Closed Won","Closed Won","Other",8,26948607,100
"Media","Sherry Manufacturing Co.","Rachel Reilly","001B000000SS4LZIA1",2847,"2019-02-12",167,"Closed","006B00000049Vj9IAE","true","true","Sherry Manufacturing Co. 61",149,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Won","Closed Won","Fields Sales",8,18802758,100
"Banking","Air System Components LP","Alyssa Williams","001B000000WJEHhIAP",2300,"2019-03-24",70,"Commit","006B00000049VjAIAU","false","false","Air System Components LP 90",121,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Won","Negotiation","Fields Sales",7,4397319,90
"Transportation","Simpson Strong-Tie Company","Alicia Harrison","001B000000SS546IAD",400000,"2019-03-19",72,"Best Case","006B00000049VjBIAU","false","false","Simpson Strong-Tie Company 128",170,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Negotiation","Reseller",7,4397319,90
"Food & Beverage","Verint Video Solutions","Sheri Nunez","001B000000lwNw5IAE",0,"2018-08-02",230,"Omitted","006B00000049VjCIAU","true","false","Verint Video Solutions 197",139,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,19844328,0
"Technology","Impli","Kristen Hughes","001B000000WJEHkIAP",12500,"2019-02-20",54,"Best Case","006B00000049VjDIAU","false","false","Impli 208",161,"Megan Kaufman","005B0000003CnfRIAS","Simple","Proposal/Quote","Proposal/Quote","Other",5,18802758,75
"Technology","Impli","Kristen Hughes","001B000000WJEHkIAP",3875,"2018-11-05",156,"Omitted","006B00000049VjEIAU","true","false","Impli 209",149,"Kristen Hughes","005B0000003CnfSIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,13005047,0
"Insurance","Envera","Courtney Brown","001B000000SS4LjIAL",60241,"2019-07-18",8,"Best Case","006B00000049VjFIAU","false","false","Envera 60",35,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Qualification","Fields Sales",2,4397319,20
"Agriculture","Hickok Incorporated","Rachel Reilly","001B000000SS54EIAT",5000,"2018-07-10",371,"Omitted","006B00000049VjGIAU","true","false","Hickok Incorporated 98",153,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,21682224,0
"Education","Condumex Incorporated","Kristen Hughes","001B000000SS4LlIAL",387537,"2019-01-27",169,"Commit","006B00000049VjHIAU","false","false","Condumex Incorporated 128",181,"Kristen Hughes","005B0000003CnfSIAS","Channel (Partner)","Closed Lost","Negotiation","Fields Sales",7,3866173,90
"Education","Condumex Incorporated","Kristen Hughes","001B000000SS4LlIAL",8721,"2019-03-26",71,"Best Case","006B00000049VjIIAU","false","false","Condumex Incorporated 131",115,"Beth Crawford","005B0000003CnfKIAS","Channel (Partner)","Discovery","Discovery","Fields Sales",0,18802758,0
"Recreation","Autobahn Wholesale","Courtney Brown","001B000000SS4LmIAL",17442,"2018-10-20",157,"Omitted","006B00000049VjJIAU","true","false","Autobahn Wholesale 157",91,"Courtney Brown","005B0000003CnfVIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,13581871,0
"Machinery","Yunker Industries","Beth Crawford","001B000000SS54KIAT",32895,"2018-06-30",309,"Omitted","006B00000049VjKIAU","true","false","Yunker Industries 188",109,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Closed Lost","Reseller",9,25575811,0
"Food & Beverage","EHMI","Ann Jones","001B000000SS4LoIAL",4294,"2019-03-24",60,"Commit","006B00000049VjLIAU","false","false","EHMI 201",77,"Alyssa Williams","005B0000003CnfXIAS","Simple","Proposal/Quote","Proposal/Quote","Reseller",5,18802758,75
"Food & Beverage","EHMI","Ann Jones","001B000000SS4LoIAL",581,"2018-12-26",141,"Omitted","006B00000049VjMIAU","true","false","EHMI 206",129,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,8308044,0
"Consulting","Euro  American Brands","Alyssa Williams","001B000000lwNw6IAE",125000,"2019-03-14",72,"Best Case","006B00000049VjNIAU","false","false","Euro  American Brands 208",123,"Alyssa Williams","005B0000003CnfXIAS","Simple","Negotiation","Negotiation","Fields Sales",7,18802758,90
"Consulting","Euro  American Brands","Alyssa Williams","001B000000lwNw6IAE",65789,"2019-02-17",60,"Omitted","006B00000049VjOIAU","true","false","Euro  American Brands 209",51,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Insurance","Duratek","Ann Jones","001B000000lwNw7IAE",0,"2018-12-14",93,"Omitted","006B00000049VjPIAU","true","false","Duratek 223",95,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Reseller",9,9324367,0
"Insurance","Duratek","Ann Jones","001B000000lwNw7IAE",0,"2019-03-07",25,"Best Case","006B00000049VjQIAU","false","false","Duratek 224",88,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Negotiation","Negotiation","Fields Sales",7,18802758,90
"Education","Holland & Hart LLP","Alicia Harrison","001B000000SS4LpIAL",300613,"2019-05-18",24,"Best Case","006B00000049VjRIAU","false","false","Holland & Hart LLP 250",36,"Alicia Harrison","005B0000003CnfZIAS","Simple","Qualification","Qualification","Fields Sales",2,18802758,20
"Government","Brookstone","Allison Allen","001B000000SS54NIAT",25500,"2018-04-02",363,"Omitted","006B00000049VjSIAU","true","false","Brookstone 5",163,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,29687686,0
"Construction","National Spinning Co.","John Peck","001B000000bwMeIIAU",100000,"2018-10-10",157,"Omitted","006B00000049VjTIAU","true","false","National Spinning Co. 27",123,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,15523095,0
"Government","Equilibrium","John Peck","001B000000SS54OIAT",9000,"2019-03-09",91,"Best Case","006B00000049VjUIAU","false","false","Equilibrium 34",112,"John Peck","005B0000003CnffIAC","Simple","Proposal/Quote","Proposal/Quote","Reseller",5,18802758,75
"Transportation","Unique Selling Systems","Wayne Blackwell","001B000000lwNw8IAE",5000,"2019-04-07",36,"Commit","006B00000049VjVIAU","false","false","Unique Selling Systems 67",147,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,4615045,75
"Communications","Ascendix Technologies","Philip Walton","001B000000SS4LtIAL",25000,"2018-04-20",401,"Omitted","006B00000049VjWIAU","true","false","Ascendix Technologies 80",149,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,32220164,0
"Machinery","Corio","Dennis Huffman","001B000000bwMeJIAU",37500,"2019-07-05",15,"Best Case","006B00000049VjXIAU","false","false","Corio 83",44,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Qualification","Reseller",2,4397319,20
"Consulting","FusionOne","Philip Walton","001B000000lwNw9IAE",75000,"2018-04-21",331,"Omitted","006B00000049VjYIAU","true","false","FusionOne 147",27,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Telesales",9,28511498,0
"Consulting","Turner Construction Company","Amy Shaw","001B000000lwNwAIAU",5000,"2018-02-27",484,"Omitted","006B00000049VjZIAU","true","false","Turner Construction Company 189",125,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,32246002,0
"Biotechnology","BlackRock","Wayne Blackwell","001B000000bwMeKIAU",5000,"2018-08-25",276,"Omitted","006B00000049VjaIAE","true","false","BlackRock 192",103,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,16802921,0
"Shipping","InSource Partners","Alicia Harrison","001B000000lwNwBIAU",0,"2019-03-05",38,"Commit","006B00000049VjbIAE","false","false","InSource Partners 230",42,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Proposal/Quote","Proposal/Quote","Reseller",5,18802758,75
"Shipping","InSource Partners","Alicia Harrison","001B000000lwNwBIAU",50000,"2017-12-28",455,"Closed","006B00000049VjcIAE","true","true","InSource Partners 236",73,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Won","Closed Won","Telesales",8,39482173,100
"Electronics","PartsRiver","Jordan Wolf","001B000000lwNwCIAU",7751,"2018-05-29",353,"Closed","006B00000049VjdIAE","true","true","PartsRiver 239",119,"Jordan Wolf","005B0000003CnfQIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,28551932,100
"Electronics","PartsRiver","Jordan Wolf","001B000000lwNwCIAU",35440,"2018-04-15",403,"Closed","006B00000049VjeIAE","true","true","PartsRiver 240",105,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Won","Closed Won","Reseller",8,30296081,100
"Technology","JustWebIt .com","Jordan Wolf","001B000000SS4M0IAL",77507,"2019-04-04",105,"Best Case","006B00000049VjfIAE","false","false","JustWebIt .com 4",144,"Jordan Wolf","005B0000003CnfQIAS","Channel (Partner)","Closed Won","Negotiation","Reseller",7,4397305,90
"Biotechnology","Citizens Communications  Cabs","Alicia Harrison","001B000000SS4M2IAL",77000,"2018-12-07",123,"Closed","006B00000049VjgIAE","true","true","Citizens Communications  Cabs 24",41,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,9554006,100
"Healthcare & Life Sciences","Aqua-Aston Hospitality","Sheri Nunez","001B000000bwMeLIAU",55000,"2018-12-24",98,"Omitted","006B00000049VjhIAE","true","false","Aqua-Aston Hospitality 29",51,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18802758,0
"Healthcare & Life Sciences","Aqua-Aston Hospitality","Sheri Nunez","001B000000bwMeLIAU",75000,"2019-04-23",34,"Best Case","006B00000049VjiIAE","false","false","Aqua-Aston Hospitality 32",41,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Proposal/Quote","Fields Sales",5,2951321,75
